"restaurant_name","rating","average_price","average_delivery_time","south_indian_or_not","north_indian_or_not","fast_food_or_not","street_food","biryani_or_not","bakery_or_not","location","cnt"
"HOG - Courtyard by Marriott",3.9,350,30,0,1,0,0,0,0,"Nashik",1
"Hola",4.0,100,27,0,1,1,0,1,0,"Jodhpur",1
"Hola Cakes",3.0,150,42,0,0,0,0,0,1,"Kolkata",2
"Hola Cakes",3.4,450,46,0,0,0,0,0,1,"Udaipur",2
"Hola Food Corner",4.1,100,24,0,0,1,0,0,0,"Gorakhpur",1
"Holaram's",3.9,200,29,0,0,1,1,0,0,"Guwahati",1
"Hollywood Chicken",3.8,150,33,0,0,1,0,1,0,"Madurai",1
"Hollywood Kitchen",3.6,300,40,1,0,0,0,1,0,"Chennai",1
"Holy Chopsticks",4.2,50,50,0,0,0,0,0,0,"Varanasi",1
"Holywings",4.1,100,30,0,0,0,0,0,0,"Aligarh",1
"Home Bites",4.0,250,37,1,0,0,0,0,0,"Coimbatore",1
"Home Cooked",3.6,50,38,0,1,0,1,0,0,"Jabalpur",1
"Home Cooking",4.1,100,41,0,1,1,1,0,0,"Kota",1
"Home Deli",4.3,100,39,0,1,1,0,0,0,"Mumbai",1
"Home Diners",4.1,100,39,0,1,1,1,1,0,"Chandigarh",1
"Home Kitchen",3.8,200,42,0,1,0,0,0,0,"Guwahati",3
"Home Kitchen",3.9,100,48,0,1,0,1,0,0,"NCR",3
"Home Kitchen",3.9,150,50,0,1,0,0,0,0,"NCR",3
"Home Made Food",3.6,150,47,1,1,1,0,0,0,"Gorakhpur",3
"Home Made Food",3.7,150,44,0,1,0,0,1,0,"Lucknow",3
"Home Made Food",4.0,150,43,0,0,0,0,1,0,"Lucknow",3
"Home Made Himayalan Momos",3.8,100,43,0,0,0,0,0,0,"Ludhiana",1
"Home Made Idli Sambhar",3.7,50,19,1,0,0,0,0,0,"Bhopal",1
"Home Made Kitchen",3.7,100,34,0,1,0,0,0,0,"Amritsar",3
"Home Made Kitchen",4.2,100,41,0,0,1,1,0,0,"Kanpur",3
"Home Made Kitchen",4.3,150,31,1,1,1,0,0,0,"Ujjain",3
"Home Made Samayal",3.6,150,57,1,1,0,1,1,0,"Coimbatore",1
"Home Of Biryani",3.5,100,22,0,1,0,0,1,0,"Gorakhpur",1
"Home Of Desserts",3.3,50,30,0,0,1,1,0,0,"Vadodara",1
"Home Plate by EatFit",3.6,100,26,0,1,0,0,0,0,"Coimbatore",7
"Home Plate by EatFit",3.7,50,34,0,1,0,0,0,0,"Hyderabad",7
"Home Plate by EatFit",3.7,150,40,0,1,0,0,0,0,"Chennai",7
"Home Plate by EatFit",3.8,250,29,0,1,0,0,0,0,"Mysore",7
"Home Plate by EatFit",3.9,50,24,0,1,0,0,0,0,"Bangalore",7
"Home Plate by EatFit",3.9,300,22,0,1,0,0,0,0,"Mumbai",7
"Home Plate by EatFit",4.1,200,21,0,1,0,0,0,0,"Pune",7
"Home Slice By Sneha's Kitchen",4.1,200,52,0,1,0,0,0,0,"Mumbai",1
"Home Slice Pizza",3.8,150,34,0,0,1,0,0,0,"Gorakhpur",1
"Home Sweet Home",3.9,200,25,0,1,0,0,1,0,"Lucknow",1
"Home To Home Kitchen",4.3,100,56,0,1,0,1,0,0,"Ludhiana",1
"Home Town Bar-B-Que",3.5,150,31,0,0,0,1,1,0,"Vijayawada",1
"Home Town Meals",3.8,150,30,0,1,1,0,0,0,"Ahmedabad",1
"Home Town Pizza",4.1,100,35,0,0,1,0,0,0,"Lucknow",1
"Homeal",4.1,200,22,0,1,0,0,0,0,"Chandigarh",1
"Homebakes",3.9,100,47,0,0,1,0,0,1,"Dhanbad",1
"Homeland Dine Restro",3.0,150,65,0,1,0,1,1,0,"Allahabad",1
"Homely",3.4,400,37,0,1,1,0,0,0,"Bareilly",1
"Homely Meals",4.0,150,50,0,1,0,0,0,0,"Kanpur",1
"Homely Meals@69",4.0,150,38,0,1,0,0,1,0,"Pune",1
"Homemade Fresh Food",3.8,100,59,0,1,0,0,0,0,"Bhopal",1
"Homemade Kitchen",4.3,150,48,0,1,0,0,0,0,"NCR",1
"Homer Resto Cafe",4.0,200,41,0,0,0,0,0,0,"Palakkad",1
"HomeSlice",4.0,100,40,0,0,0,0,0,0,"Kolkata",1
"Homeslice Pizza",4.0,150,41,0,0,1,0,0,0,"Gorakhpur",1
"Hometown Flavours",3.4,150,28,0,1,0,0,0,0,"Allahabad",1
"Homey Meal Preeti's Kitchen",4.1,150,45,0,1,1,1,0,0,"Agra",1
"Homie Foods",4.2,250,29,0,0,0,1,1,0,"Cuttack",1
"Homies Restaurant",3.4,100,34,1,1,1,0,1,0,"Trivandrum",1
"Honest",4.0,150,32,0,1,0,0,0,0,"Vadodara",4
"Honest",4.1,100,27,1,1,0,1,0,0,"Rajkot",4
"Honest",4.1,150,29,1,1,1,0,0,0,"Ahmedabad",4
"Honest",4.1,200,32,1,1,1,1,0,0,"Udaipur",4
"Honest Family Restaurant And Dhaba",3.8,150,35,0,0,1,0,1,0,"Nellore",1
"Honest Restaurant",4.3,150,31,1,1,0,1,0,0,"Junagadh",1
"Honey Bakers Point",4.0,50,33,0,0,0,0,0,1,"Warangal",1
"Honey Bunny Restaurant",4.0,100,32,0,1,0,0,1,0,"Durgapur",1
"Honey Cafeteria",3.9,300,35,0,1,0,0,0,0,"Gorakhpur",1
"Honey Da Dhaba",4.0,250,53,0,1,0,0,1,0,"Kolkata",1
"Honey Dabeli",4.0,200,22,0,0,1,1,0,0,"Surat",1
"Honeybee Cake Shop",4.2,250,23,0,0,0,0,0,1,"Vadodara",1
"Honeydew",3.7,100,18,1,1,1,0,0,0,"Ajmer",1
"Honeydew Restaurant",3.5,150,53,1,1,0,1,0,0,"Agra",1
"Hong Kong",3.8,150,32,0,0,0,0,0,0,"Jamshedpur",3
"Hong Kong",4.0,150,22,0,0,0,0,0,0,"Kolhapur",3
"Hong Kong",4.1,50,25,0,0,0,0,0,0,"Bhopal",3
"Hong Kong Chinese Food",3.8,200,28,0,0,0,0,0,0,"Vadodara",1
"Hong Kong Chinese Restaurant",2.9,150,47,0,0,0,0,0,0,"Bhopal",1
"Hong Kong Express",4.2,200,45,0,0,0,0,0,0,"NCR",1
"Hong Kong Fast Food",3.5,50,42,0,0,0,0,0,0,"Jamshedpur",1
"Hong Kong II",4.1,350,34,0,1,1,0,0,0,"Ludhiana",1
"Hong Kong Kitchen",3.8,200,40,0,0,1,0,0,0,"Siliguri",1
"Hong Kong Restaurant",3.2,150,24,0,0,0,0,0,0,"Ludhiana",3
"Hong Kong Restaurant",4.1,100,35,0,1,0,0,0,0,"Bhopal",3
"Hong Kong Restaurant",4.1,150,28,0,0,0,0,0,0,"Siliguri",3
"Hongkong Bistro",4.3,100,54,0,0,0,0,0,0,"Kolkata",1
"Hongkong Express",3.6,250,32,0,0,0,0,0,0,"Allahabad",1
"Hooked Cafe",3.3,150,34,0,0,1,0,0,0,"Ludhiana",1
"Hooters Indian Restro Bar",3.6,100,33,0,1,1,0,0,0,"Amritsar",1
"Hop On Food",4.5,350,32,0,0,0,1,0,0,"Nagpur",1
"Hope Cafe",3.3,100,39,0,0,1,0,0,0,"Puducherry",1
"Hopin - Patio Cafe",3.9,50,32,0,1,1,0,0,0,"Indore",1
"Hoppers",4.2,250,22,0,0,0,0,0,0,"Amritsar",1
"Hoppers Restrocafe & Sports Arena",3.6,400,44,0,0,0,0,0,0,"Vadodara",1
"Hoppipola",4.2,250,49,0,0,0,0,0,0,"Kolkata",1
"Hops n Taters",4.1,100,46,0,1,0,0,0,0,"Jaipur",1
"Horn Ok Please",4.0,200,32,0,1,1,0,0,0,"Rajkot",1
"Hosanna Once More Fruit Juice",4.3,450,20,0,0,0,0,0,0,"Vijayawada",1
"Hoshiarpuri Chaat Bhandar",4.1,150,36,0,0,0,1,0,0,"Ludhiana",1
"Hoshiarpuri Chat Bhandar",4.1,150,21,0,0,0,1,0,0,"Ludhiana",1
"Hoshiarpuria",4.1,250,34,0,0,1,1,0,0,"Chandigarh",1
"Hoshiarpurian Di Hatti Sweets",3.9,100,29,0,1,1,1,0,0,"Chandigarh",1
"Hoskote 4 AM Biriyani",3.9,350,21,0,0,0,0,1,0,"Vijayawada",1
"Host Restaurant",3.9,300,25,0,1,0,0,0,0,"Bareilly",1
"Hot & Cold Shop",4.1,150,41,0,1,0,0,0,0,"Aligarh",1
"Hot & Fresh",3.5,100,24,0,0,0,0,0,0,"Bareilly",2
"Hot & Fresh",3.7,300,41,0,0,1,0,1,0,"Ranchi",2
"Hot & Spicy",2.9,100,26,0,0,0,0,0,0,"Trivandrum",2
"Hot & Spicy",4.2,100,33,1,1,0,0,1,0,"Jamshedpur",2
"Hot & Spicy Corner",4.0,100,27,1,0,1,0,0,0,"Gorakhpur",1
"Hot 100",4.4,150,39,0,1,0,0,1,0,"Raipur",1
"Hot and Chilli Pizza",3.7,50,36,0,0,1,0,0,0,"Moradabad",1
"Hot And Crispy",3.1,100,32,0,1,0,0,0,0,"Amritsar",1
"Hot and Fresh Canadian Pizza",4.0,200,39,0,0,1,0,0,0,"Ludhiana",1
"Hot And Kool",3.9,100,34,0,0,1,0,0,0,"Salem",1
"Hot And Spicy Catering",4.3,150,30,1,1,0,0,0,0,"Bhavnagar",1
"Hot And Spicy Momos",3.6,200,30,0,0,0,0,0,0,"Allahabad",1
"Hot And Tasty Sandwich",4.6,100,55,0,0,1,0,0,0,"Chennai",1
"Hot Bite",4.1,150,23,0,1,1,1,1,0,"Vadodara",1
"Hot Box",3.4,150,48,0,0,1,0,0,0,"Chandigarh",4
"Hot Box",4.0,100,33,0,0,1,0,0,0,"Ajmer",4
"Hot Box",4.0,300,26,0,0,1,0,0,0,"Asansol",4
"Hot Box",4.1,100,17,0,0,0,0,1,0,"Thrissur",4
"Hot Breads",4.2,250,31,0,0,0,0,0,1,"Chennai",3
"Hot Breads",4.2,300,35,0,0,1,0,0,1,"Ludhiana",3
"Hot Breads",4.3,100,19,0,0,1,0,0,1,"Puducherry",3
"Hot Bucket Biryani",3.6,200,28,1,0,0,0,1,0,"Hyderabad",2
"Hot Bucket Biryani",4.3,250,21,0,0,1,0,1,0,"Warangal",2
"Hot Chaat & Sweets",4.1,150,42,0,0,0,1,0,0,"Chennai",1
"Hot Chatpata",3.4,50,78,0,0,1,1,0,0,"Allahabad",1
"Hot Chemistry- Indian Heritage Hotel",4.3,200,28,1,1,0,0,0,0,"Raipur",1
"Hot Chicken",3.7,100,25,0,1,1,0,0,0,"Kota",1
"Hot Chik",4.1,150,28,0,0,1,0,0,0,"Madurai",1
"Hot Chilli",3.8,150,42,0,0,1,1,0,0,"Chandigarh",2
"Hot Chilli",3.9,100,29,0,1,0,0,0,0,"Jamshedpur",2
"Hot Chilli Club",3.4,100,30,0,0,0,0,0,0,"Saharanpur",1
"Hot Chilli Fast Food",3.9,200,30,0,0,0,0,0,0,"Saharanpur",1
"Hot Chillies",4.3,200,29,1,0,1,0,0,0,"Palakkad",1
"Hot Chips",3.7,100,28,0,0,0,1,0,0,"Coimbatore",3
"Hot Chips",4.0,300,31,1,0,0,0,0,0,"Chennai",3
"Hot Chips",4.2,100,25,1,1,0,1,0,0,"Puducherry",3
"Hot Chix",3.8,200,20,0,0,1,0,0,0,"Manipal",1
"Hot Cups Kafe",4.0,200,29,0,0,1,0,0,0,"Surat",1
"Hot Dog",3.9,400,35,0,0,0,0,0,0,"Goa",1
"Hot Drive",3.6,100,31,1,1,1,0,0,0,"Jalandhar",1
"Hot Fast Food Corner",4.3,250,38,0,1,1,0,0,0,"Allahabad",1
"Hot Grill Restaurant",3.8,100,24,1,1,0,0,0,0,"Thrissur",1
"Hot Grills",3.9,100,25,0,0,0,0,0,0,"Madurai",1
"Hot Kati Roll",4.0,150,37,0,0,0,0,0,0,"Kolkata",1
"Hot King Restaurant",4.1,200,24,0,1,0,0,1,0,"Puducherry",1
"Hot Kitchen",3.5,250,47,0,1,0,0,0,0,"NCR",1
"Hot Lips",4.1,100,40,0,1,1,1,0,0,"Ranchi",1
"Hot Meals",4.3,100,29,0,1,0,0,0,0,"Kanpur",2
"Hot Meals",4.4,50,35,0,0,0,0,0,0,"Chandigarh",2
"Hot Millions Express",4.0,100,40,0,1,1,0,0,0,"Chandigarh",1
"Hot Millions Salad Bar",3.9,150,32,0,1,1,0,1,0,"Chandigarh",1
"Hot Momo's And Burger",4.0,150,33,0,0,1,0,0,0,"Pune",1
"Hot N Cool",4.1,100,37,0,0,1,0,0,0,"Allahabad",1
"Hot n Cool Burgers",4.0,350,39,0,0,1,0,0,0,"Allahabad",1
"Hot n Cool Pizzeria",3.8,50,36,0,0,1,0,0,0,"Allahabad",1
"Hot N Cool Reloaded",4.2,300,38,0,0,1,0,0,0,"Allahabad",1
"Hot N Spice",3.6,200,49,0,1,0,1,0,0,"Surat",1
"Hot N Spicy",3.8,350,42,0,0,0,0,0,0,"Mumbai",1
"Hot 'n' Spicy",3.6,100,21,0,1,0,0,1,0,"Manipal",1
"Hot N Spicy Cafe",4.0,200,37,0,0,1,0,0,0,"Jodhpur",1
"Hot N Spicy Restaurant",4.1,250,41,1,1,0,0,0,0,"Trichy",1
"Hot Pizza",3.4,150,58,0,0,1,0,0,0,"Agra",1
"Hot Pizza Ace",3.9,200,49,0,0,0,0,0,0,"Varanasi",3
"Hot Pizza Ace",4.0,100,41,0,0,1,0,0,0,"Kanpur",3
"Hot Pizza Ace",4.1,200,23,0,0,1,0,0,0,"Allahabad",3
"Hot Pizza And Burger",3.7,100,33,0,0,1,0,0,0,"Allahabad",1
"Hot Pizza cafe",4.0,200,26,0,1,1,0,0,0,"Firozabad",1
"Hot Pizza King",3.8,200,51,0,0,1,0,0,0,"Varanasi",3
"Hot Pizza King",3.9,100,40,0,0,1,0,0,0,"Kanpur",3
"Hot Pizza King",4.0,150,29,0,0,1,0,0,0,"Allahabad",3
"Hot Pizza Lover’s",4.0,250,45,0,0,1,0,0,0,"Kanpur",1
"Hot Pizza Point",3.7,150,25,0,0,1,0,0,0,"Kanpur",2
"Hot Pizza Point",4.2,100,26,0,0,1,0,0,0,"Kanpur",2
"Hot Pizza Shop",4.0,100,37,0,0,1,0,0,0,"Kanpur",1
"Hot Pizza Story",3.8,150,36,0,0,0,0,0,0,"Kanpur",1
"Hot Pizza Village",3.3,200,41,0,0,1,0,0,1,"Moradabad",1
"Hot Pizza Yum",4.2,150,33,0,0,1,0,0,0,"Kanpur",1
"Hot Plate",3.7,100,48,0,0,1,0,0,0,"Kolkata",1
"Hot Pot",3.7,100,37,0,0,1,0,0,0,"Delhi NCR",3
"Hot Pot",4.0,300,47,0,0,0,0,0,0,"Delhi NCR",3
"Hot Pot",4.1,150,44,0,0,0,0,0,0,"Mumbai",3
"Hot Pot Buffet",4.0,100,30,0,1,0,0,0,0,"Bhopal",1
"Hot Pot Restaurant",4.1,150,47,0,1,0,0,0,0,"Guwahati",1
"Hot Sandwiches",3.5,150,33,0,0,1,1,0,0,"Nagpur",1
"Hot Sauce Chinese",3.3,100,35,0,0,1,0,0,0,"Surat",1
"Hot Spice",3.5,250,50,0,0,0,0,0,0,"Kolkata",1
"Hot Spicy",3.9,200,30,0,0,1,1,0,0,"Ludhiana",1
"Hot Spot",3.6,300,58,0,1,1,0,0,0,"Delhi NCR",2
"Hot Spot",4.1,100,38,0,0,1,1,0,0,"Bhopal",2
"Hot Spot Pizza & Fast Food",3.3,100,44,0,0,0,1,0,0,"Kanpur",1
"Hot Stone Kitchen",3.7,150,40,0,0,1,0,0,0,"Vellore",1
"Hot Tawaa",3.6,150,33,1,0,0,1,0,0,"Lucknow",1
"Hot Wheels",4.2,150,31,0,0,1,0,0,0,"Jodhpur",1
"Hot Wok",3.6,100,25,0,0,1,0,0,0,"Aligarh",2
"Hot Wok",3.8,200,52,0,0,0,0,0,0,"Mumbai",2
"Hot Wok Village",4.2,100,38,0,0,0,0,0,0,"Kolkata",1
"Hotbox Pizza",3.9,100,36,0,0,1,0,0,0,"Vadodara",1
"Hotel 18 Keys",4.4,100,35,0,1,0,1,0,0,"Bhopal",1
"Hotel 24 Seven",3.5,250,29,0,1,1,0,0,0,"Nashik",1
"Hotel 24k",4.1,150,28,0,1,1,0,1,0,"Sangli",2
"Hotel 24k",4.2,50,31,0,1,0,0,0,0,"Kolhapur",2
"Hotel 3 Leaves",4.2,100,18,0,1,0,0,1,0,"Kolhapur",1
"Hotel 3B Family Garden Restaurant",4.0,250,38,0,1,0,0,1,0,"Nagpur",1
"Hotel 7 Heaven",3.7,200,40,0,1,0,0,0,0,"Nashik",1
"Hotel Aachees",3.9,300,31,1,1,0,0,0,0,"Tirunelveli",1
"Hotel Aadhithya",4.2,100,21,1,1,0,0,0,0,"Madurai",1
"Hotel Aalishan",3.7,100,26,0,1,0,0,1,0,"Nagpur",1
"Hotel Aasare",4.3,150,47,1,0,0,0,0,0,"Bangalore",1
"Hotel Aatithi Namaha",3.6,100,29,0,1,1,0,0,0,"Bhubaneswar",1
"Hotel AB Palace",3.9,200,42,0,1,1,0,0,0,"Jamshedpur",1
"Hotel Abdullah",4.1,200,18,0,1,0,0,1,0,"Amravati",1
"Hotel Abika Elite",4.0,150,27,0,1,0,0,0,0,"Ujjain",1
"Hotel Abinayas Veg",4.4,150,33,1,0,0,0,0,0,"Trichy",1
"Hotel AD Crown",4.3,350,22,0,1,0,0,0,0,"Patiala",1
"Hotel Adarsh Desi Vilayti Restaurant",4.2,250,23,0,1,0,0,0,0,"Amravati",1
"Hotel Adarsha Palace",4.4,100,25,1,1,1,1,0,0,"Belgaum",1
"Hotel Adithya",3.5,200,41,1,0,0,0,0,0,"Bangalore",1
"Hotel Aditya- Mahalakshmipuram",4.4,150,35,1,1,0,0,1,0,"Bangalore",1
"Hotel Aditya Residency",4.0,150,33,1,1,1,0,0,0,"Bhopal",1
"Hotel Adrija",3.4,100,30,0,0,0,0,0,0,"Durgapur",1
"Hotel Afghan",4.2,200,32,0,1,1,0,0,0,"Bhopal",1
"Hotel Afna Park",4.0,350,27,1,1,0,0,1,0,"Tirunelveli",1
"Hotel Aishwarya",3.4,100,27,1,1,0,0,1,0,"Solapur",1
"Hotel Ajatsatru",3.7,200,26,1,1,1,0,0,0,"Gaya",1
"Hotel Akbar Darbar",4.4,100,31,0,0,0,1,1,0,"Hyderabad",1
"Hotel Aketa",4.3,100,47,0,1,0,0,1,0,"Dehradun",1
"Hotel Akhandalamani",3.6,150,33,0,1,0,0,0,0,"Cuttack",1
"Hotel Akshaya",4.1,200,20,1,1,0,0,1,0,"Thrissur",1
"Hotel Akshaya High Road",4.3,200,18,1,1,0,0,1,0,"Thrissur",1
"Hotel Al Habibi",4.1,150,21,0,1,0,0,0,0,"Amravati",1
"Hotel Al Hayat",3.8,200,28,0,1,0,0,0,0,"Firozabad",1
"Hotel Al Kreem",3.9,150,22,0,0,0,0,0,0,"Patiala",1
"Hotel Al Madeena",3.8,150,40,0,0,1,0,0,0,"Pune",1
"Hotel Al- Razzaq Family Restaurant",4.0,100,32,0,1,1,0,0,0,"Jabalpur",1
"Hotel Al Zaika",3.8,150,35,0,1,0,0,1,0,"Pune",1
"Hotel Alankar Inn",3.8,300,22,1,1,0,0,1,0,"Vijayawada",1
"Hotel Alankar Pure Veg Restaurant",4.2,100,24,1,1,0,0,0,0,"Trivandrum",1
"Hotel Alpaharam",4.0,150,26,1,0,0,0,0,0,"Warangal",1
"Hotel Al-Shafa",4.2,250,64,0,0,0,0,1,0,"Hyderabad",1
"Hotel Al-Zam Zam",3.9,200,28,0,1,0,0,1,0,"Nagpur",1
"Hotel Amantran",3.1,100,26,0,1,0,0,0,0,"Nashik",2
"Hotel Amantran",4.3,150,22,0,0,0,0,0,0,"Solapur",2
"Hotel Amar Heights",3.6,150,22,0,1,0,0,0,0,"Dehradun",1
"Hotel Ambience Swaad Restaurant",4.1,350,22,1,1,1,0,0,0,"Jhansi",1
"Hotel Anand",4.1,200,24,0,1,1,1,0,0,"Jhansi",1
"Hotel Anand Bhavan Tiffins & Meals",3.9,200,42,1,0,0,0,0,0,"Hyderabad",1
"Hotel Anand Sagar",4.1,250,36,0,1,1,0,0,0,"Patna",1
"Hotel Ananda",4.4,100,34,1,0,0,0,0,0,"Chennai",1
"Hotel Anandha Bhavan",3.7,150,27,1,1,0,0,0,0,"Tirunelveli",1
"Hotel Anandhaas",4.0,100,41,1,1,0,0,0,0,"Trivandrum",1
"Hotel Anaya Beacon",4.2,150,24,1,1,0,0,0,0,"Jamnagar",1
"Hotel And Restro Cvinn",3.1,150,51,0,1,1,0,0,0,"Meerut",1
"Hotel Angraj Pure Veg",4.3,100,33,0,1,0,0,1,0,"Solapur",1
"Hotel Anjani",4.1,100,14,1,1,0,0,1,0,"Vijayawada",1
"Hotel Annaachie",4.1,300,29,1,1,0,0,1,0,"Tirunelveli",1
"Hotel Annam",4.2,100,26,1,0,0,0,0,0,"Jabalpur",1
"Hotel Annapoorna",4.2,100,28,1,0,0,0,0,0,"Trivandrum",3
"Hotel Annapoorna",4.3,200,28,1,1,0,1,1,0,"Bangalore",3
"Hotel Annapoorna",4.4,100,32,1,0,0,0,0,0,"Trivandrum",3
"Hotel Annapurna",3.5,50,34,0,1,0,1,1,0,"Bhubaneswar",3
"Hotel Annapurna",4.2,100,56,0,0,0,0,0,0,"Mumbai",3
"Hotel Annapurna",4.4,100,33,0,1,0,0,0,0,"Kota",3
"Hotel Annapurna De Royal",4.5,200,20,1,1,0,0,1,0,"Guntur",1
"Hotel Anugraha",4.0,100,12,1,1,1,0,0,0,"Kolhapur",1
"Hotel Anupam Cafeteria",3.7,100,23,1,1,1,0,0,0,"Belgaum",1
"Hotel Anuradha",4.0,50,11,0,1,0,0,1,0,"Sangli",1
"Hotel Anuradha Deluxe",4.1,200,21,0,1,1,0,0,0,"Sangli",1
"Hotel Anushree Restaurant",4.3,150,40,0,1,0,0,0,0,"Jabalpur",1
"Hotel Apna Avenue Foody",4.2,200,32,1,1,1,0,0,0,"Indore",1
"Hotel Apsara",4.4,100,33,0,1,1,0,1,0,"Patna",1
"Hotel Apurva",3.8,200,34,0,1,0,0,0,0,"Sangli",1
"Hotel AR Rahman",3.2,150,20,1,0,0,0,1,0,"Tirunelveli",1
"Hotel Aram",3.9,300,24,0,1,0,0,0,0,"Jamnagar",1
"Hotel Aravi",4.1,50,12,0,0,0,0,0,0,"Thrissur",1
"Hotel Archana",4.3,150,23,1,0,0,0,0,0,"Madurai",1
"Hotel Archanas",3.8,100,23,1,0,0,0,0,0,"Puducherry",1
"Hotel Arjun: Fish Specialist",4.1,150,24,0,0,0,0,0,0,"Sangli",1
"Hotel Armaan",3.8,50,19,0,1,0,0,0,0,"Warangal",1
"Hotel Arulakam",4.5,150,30,1,0,0,0,0,0,"Trivandrum",1
"Hotel Aruna",4.5,150,27,1,1,0,0,0,0,"Trivandrum",1
"Hotel Arya Bhavan",3.8,300,28,1,1,0,1,0,0,"Tirunelveli",2
"Hotel Arya Bhavan",4.4,100,43,1,1,0,0,0,0,"Chennai",2
"Hotel Aryaas",3.7,150,26,1,1,0,0,1,0,"Trichy",3
"Hotel Aryaas",4.2,100,31,1,0,0,0,1,0,"Coimbatore",3
"Hotel Aryaas",4.3,150,37,1,0,0,0,0,0,"Alappuzha",3
"Hotel Aryaas Grand",4.4,150,19,1,1,0,0,0,0,"Tirunelveli",1
"Hotel Aryaas Park",4.0,100,30,1,1,0,0,1,0,"Trivandrum",1
"Hotel Aryaas Veg",4.1,150,18,1,1,0,0,0,0,"Trivandrum",1
"Hotel Aryavarta (Pakwaan Restaurant)",4.3,100,24,1,1,0,0,1,0,"Gaya",1
"Hotel Asha",3.8,200,23,0,1,0,0,0,0,"Cuttack",2
"Hotel Asha",4.0,150,39,0,1,0,0,0,0,"Pune",2
"Hotel Ashoka",3.2,150,26,1,0,0,0,0,0,"Bhubaneswar",3
"Hotel Ashoka",3.6,150,30,0,1,0,0,0,0,"Cuttack",3
"Hotel Ashoka",4.4,100,32,1,1,0,0,0,0,"Warangal",3
"Hotel Ashoka - Abhinandan",4.5,100,28,1,1,1,0,0,0,"Chennai",1
"Hotel Ashoka Grand Udupi Veg",3.5,200,42,1,0,0,0,0,0,"Hyderabad",1
"Hotel Ashoka Residency",4.0,50,41,0,1,0,0,0,0,"Patna",1
"Hotel Ashwini Muruga",4.3,100,31,1,0,0,0,0,0,"Puducherry",1
"Hotel Atchayaa",4.2,150,33,1,1,0,0,1,0,"Coimbatore",1
"Hotel Atharv",3.9,350,22,0,1,0,0,0,0,"Kolhapur",1
"Hotel Atharva Akkha Masur",3.8,150,23,0,0,0,0,0,0,"Sangli",1
"Hotel Atishay",4.2,250,36,0,1,0,0,0,0,"Bhopal",1
"Hotel Atlantica",4.2,150,37,0,1,1,0,0,0,"Ajmer",1
"Hotel Avanti",4.3,100,27,0,1,0,1,0,0,"Kolhapur",1
"Hotel Avantika Cafe & Restaurant",4.2,150,32,1,1,0,0,1,0,"Bhopal",1
"Hotel Ayodhya Restaurant",4.0,50,32,0,1,0,0,0,0,"Sangli",1
"Hotel Ayyan Chinese Corner",3.8,150,29,1,1,0,0,0,0,"Madurai",1
"Hotel Azeem Babu",4.3,150,20,0,1,0,0,1,0,"Nagpur",1
"Hotel Azeez",4.0,100,43,1,1,1,0,0,0,"Trivandrum",1
"Hotel Babu Biryani Point",3.7,250,24,1,0,0,0,1,0,"Guntur",2
"Hotel Babu Biryani Point",4.1,250,22,1,0,0,0,1,0,"Guntur",2
"Hotel BadeMiyan",3.7,100,25,0,1,0,0,0,0,"Solapur",1
"Hotel Bahar",3.5,200,18,0,1,0,0,1,0,"Belgaum",1
"Hotel Balaji Bhavan",4.3,150,40,1,0,0,0,0,0,"Chennai",1
"Hotel Banu Birunthavan Green Park",3.7,100,22,1,1,0,0,0,0,"Tirunelveli",1
"Hotel Banwari Palace",4.1,150,27,0,1,0,0,0,0,"Aligarh",1
"Hotel Bareilly Palace",4.1,250,44,0,1,0,0,0,0,"Bareilly",1
"Hotel Bartania",3.7,200,21,0,1,0,0,1,0,"Nagpur",1
"Hotel Basant & Restaurant",3.4,100,38,0,1,0,1,0,0,"Meerut",1
"Hotel Basant Bar & Sangeet Restaurant",3.9,200,58,0,1,1,1,0,0,"Varanasi",1
"Hotel Basuri",3.6,250,39,1,1,0,0,0,0,"Jalgaon",1
"Hotel Bhagabati",4.0,100,26,0,1,0,0,0,0,"Cuttack",1
"Hotel Bhalekar Sea Food",4.3,50,31,0,0,0,0,0,0,"Sangli",1
"Hotel Bharat Bhuvan",4.1,50,31,1,1,0,0,0,0,"Mumbai",1
"Hotel Bhosale Caters",3.6,100,24,0,1,0,0,0,0,"Solapur",1
"Hotel Bilal",3.8,250,33,0,0,0,0,1,0,"Chennai",1
"Hotel Biryani Paradise",3.9,200,28,0,0,0,0,1,0,"Puducherry",1
"Hotel Biryani Point",3.4,100,24,1,1,0,0,1,0,"Puducherry",1
"Hotel BK Castle",3.4,150,40,0,1,0,0,0,0,"Jabalpur",1
"Hotel Bliss",4.2,100,29,0,1,0,0,0,0,"Ranchi",1
"Hotel Blooming Soul",3.2,100,32,1,1,1,0,0,0,"Kolhapur",1
"Hotel Bobina",4.1,300,29,0,1,0,0,1,0,"Gorakhpur",1
"Hotel Borul Atithi",4.1,100,46,0,0,0,0,0,0,"Pune",1
"Hotel Brahma Pure Veg",3.7,100,28,0,1,0,0,1,0,"Sangli",1
"Hotel Broadway Inn",4.3,200,32,0,1,1,0,0,0,"Meerut",1
"Hotel Bundelkhand Pride",4.0,100,24,0,1,0,0,0,0,"Jhansi",1
"Hotel Cafe Mysore",4.1,200,29,1,1,0,0,0,0,"Mysore",1
